_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,extra_people,guests_included,weekly_price,monthly_price,reviews_per_month
27934911,Apartment Greet location downtown 2BD +Terrace (A),Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2.0,2.0,5,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",160.0,7.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
27935574,Kauai Shores Hotel: Ocean View Room,Boutique hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,4,1.0,1.0,0,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Smoke detector', 'Essentials', 'Shampoo', 'Hair dryer']",249.0,30.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
27937897,Bondi Garden Bungalow,House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,2.0,3.0,0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Free street parking', 'Washer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Host greets you']",264.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
27942191,Appartement Spacieux à 2 minutes du metro/metrobus,Condominium,Private room,Real Bed,1,30,strict_14_with_grace_period,3,1.0,2.0,1,1.0,"['Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Breakfast', 'Elevator', 'Free street parking', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",179.0,60.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
2794928,3 Blks From Beach leblon WORLD CUP,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1.0,2.0,0,1.0,[''],4103.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
27968507,NEW- Álvares Cabral Loft,Apartment,Entire home/apt,Real Bed,1,1125,moderate,4,0.0,1.0,7,1.0,"['TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Heating', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Crib', 'Hot water', 'Microwave', 'Coffee maker', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Paid parking on premises']",47.0,15.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
27968745,Deluxe Double Room,Hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,0,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Smoke detector', 'Shampoo', 'Hair dryer', 'Bathtub']",2999.0,968.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
27978908,Beautiful apartment in the city centre of BCN!!!,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,3.0,4.0,31,2.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Baby monitor', 'High chair', 'Babysitter recommendations', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed']",80.0,40.0,4,1530.9033613445379,5391.370426829269,1.7127659574468086
27982664,194Porto.Flats 2B,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3,1.0,1.0,3,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Host greets you']",80.0,20.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
27983285,"Amazing location, room for 3, w. private parking",Apartment,Private room,Real Bed,2,1125,flexible,3,1.0,2.0,1,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Heating', 'Suitable for events', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hair dryer', 'Laptop friendly workspace']",110.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
27983911,Nice and cozy apartment in Sagrada Familia.,Apartment,Entire home/apt,Real Bed,4,39,flexible,4,3.0,3.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Well-lit path to entrance', 'Step-free access', 'Step-free access']",120.0,0.0,3,1530.9033613445379,5391.370426829269,1.7127659574468086
27988478,BO - Rua das Aldas (Standard Studio W/River View),Apartment,Entire home/apt,Real Bed,2,31,moderate,2,0.0,1.0,1,1.0,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Hot water', 'Host greets you']",46.0,10.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
27989463,3Bed/2Bath on the Kailua Canal + Full Size Laundry,Guest suite,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,6,3.0,3.0,18,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Waterfront']",250.0,15.0,6,1530.9033613445379,5391.370426829269,1.7127659574468086
27992809,Room king hostel,Bed and breakfast,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,5,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Self check-in', 'Smart lock', 'Private living room', 'Hot water']",70.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
279986,Kailua Blue Ocean Breeze/Across Beach,House,Private room,Real Bed,1,90,strict_14_with_grace_period,2,1.0,1.0,259,1.0,"['Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Garden or backyard', 'Beach essentials']",80.0,20.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28002020,Hotel CoNext - Family Room ( 3人家庭房),Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3,1.0,2.0,1,1.0,[''],557.0,0.0,1,1530.9033613445379,5391.370426829269,1.0
28004169,Quiet and bright room with balcony,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,3,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",24.0,10.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28018993,2Units2Bedrooms2Bathrooms2ParkingOffPremises,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,9,2.0,5.0,1,2.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed']",240.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28037210,Family Hawaiian Paradise on Marina Top Level,House,Entire home/apt,Real Bed,1,26,strict_14_with_grace_period,10,3.0,6.0,8,3.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Bathtub', 'Baby bath', 'High chair', 'Stair gates', 'Fireplace guards', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Well-lit path to entrance', 'Waterfront']",413.0,45.0,6,1530.9033613445379,5391.370426829269,1.7127659574468086
28042455,Two Apartments  The First Ottoman Suites,Apartment,Entire home/apt,Real Bed,1,100,strict_14_with_grace_period,8,4.0,1.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'High chair', 'Hot water', 'Long term stays allowed']",1186.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28042682,Recently renovated one bed apt in Happy Valley,Apartment,Entire home/apt,Real Bed,14,28,flexible,2,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Suitable for events', 'Washer', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Private entrance']",801.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28044029,【超赞新房】视野超开阔的福田口岸CBD会展中心1969主卧大床房(吉维尼蓝),Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,10,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Elevator', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Ethernet connection', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Step-free access', 'Lake access', 'Handheld shower head', 'Paid parking on premises']",408.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28045781,Four Deluxe Apartments The First Ottoman Suits,Apartment,Private room,Real Bed,1,100,strict_14_with_grace_period,16,7.0,1.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'High chair', 'Hot water', 'Long term stays allowed']",4761.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28055051,Квартира на улице в центре города.,Serviced apartment,Private room,Real Bed,1,1125,moderate,4,1.0,2.0,8,2.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Heating', 'Washer', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Refrigerator']",95.0,29.0,3,1530.9033613445379,5391.370426829269,1.7127659574468086
28061127,Rahat ve Güvenilir,Apartment,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Free street parking', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Luggage dropoff allowed', 'Long term stays allowed']",63.0,35.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28066479,Private Room in a Central Location,Apartment,Private room,Real Bed,2,14,moderate,1,1.0,1.0,5,0.0,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Essentials', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Pocket wifi', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Cleaning before checkout']",79.0,80.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28074234,Newley Renovated Master Studio Suite North Shore,Guest suite,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,2,0.0,1.0,17,1.0,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Private entrance', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'BBQ grill', 'Patio or balcony']",135.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28093092,The house by the river of Lesa,Apartment,Entire home/apt,Real Bed,90,120,flexible,3,3.0,3.0,0,2.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Elevator', 'Indoor fireplace', 'Heating', 'Suitable for events', 'Washer', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron']",52.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28106504,Roof House +Free Breakfast+Wi-Fi+15 min to Airport,Townhouse,Private room,Real Bed,1,15,flexible,8,2.0,4.0,3,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Breakfast', 'Heating', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Laptop friendly workspace', 'Host greets you', 'Beachfront']",142.0,70.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28117290,Pahoa House.,House,Entire home/apt,Real Bed,2,1125,flexible,2,0.0,1.0,31,1.0,"['Wifi', 'Free parking on premises', 'Free street parking', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Outlet covers', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Coffee maker', 'Single level home', 'Garden or backyard', 'Long term stays allowed']",30.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28121603,Light Loft | Walk to the Beach | Free Parking,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,2.0,3.0,11,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Essentials', 'Hangers', 'Hair dryer', 'Beachfront']",99.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28124247,2 Luxurious Flats at Trindade | Ace Location,Apartment,Entire home/apt,Real Bed,2,150,strict_14_with_grace_period,7,2.0,3.0,0,2.0,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Crib', 'Room-darkening shades', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Host greets you']",59.0,9.0,4,1530.9033613445379,5391.370426829269,1.7127659574468086
28135397,Direct Ocean Front North Shore Condo. Amazing View,Condominium,Entire home/apt,Real Bed,6,1125,moderate,6,2.0,3.0,2,2.0,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Free street parking', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Pack ’n Play/travel crib', 'Hot water', 'Long term stays allowed', 'Host greets you', 'Beachfront']",245.0,25.0,4,1530.9033613445379,5391.370426829269,1.7127659574468086
28135558,"Lux Studio, Olympic Beauty, King size bed,WiFi,A/C",Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,0.0,1.0,8,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance']",20.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28148913,Gorgeous Hawaiian Views 1 Bedroom Apt,Apartment,Entire home/apt,Real Bed,1,60,moderate,4,1.0,1.0,20,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets live on this property', 'Dog(s)', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",110.0,100.0,4,1530.9033613445379,5391.370426829269,1.7127659574468086
2814931,Large New York style loft,Apartment,Entire home/apt,Real Bed,4,40,strict_14_with_grace_period,3,0.0,1.0,89,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials']",120.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28153529,Hayyam St. Flat  Central and Historical Building,Apartment,Entire home/apt,Real Bed,2,60,flexible,4,2.0,2.0,4,1.0,"['Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Heating', 'Suitable for events', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room']",179.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28159180,Historic apartment in Taksim square,Serviced apartment,Private room,Real Bed,1,30,moderate,1,1.0,1.0,8,1.0,"['Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Heating', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Patio or balcony', 'Luggage dropoff allowed', 'Host greets you']",69.0,42.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28164566,Lux Student 2bd Condo- great location- great price,Condominium,Entire home/apt,Real Bed,32,130,flexible,4,2.0,2.0,1,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",81.0,11.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
28190215,Mong kok• Amazing luxury apt fits 4 close to MTR,Condominium,Entire home/apt,Real Bed,2,1125,flexible,4,1.0,2.0,6,1.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Step-free access']",918.0,100.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
28197193,2 KİŞİLİK ODA,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,3,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Heating', 'Smoke detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer']",248.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
2820832,CRONULLA BEACH HOUSE,House,Entire home/apt,Real Bed,7,1125,moderate,9,4.0,5.0,5,3.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",571.0,30.0,8,4500.0,19500.0,1.7127659574468086
28211805,Luxury Apartment Sea View and Balcony,Aparthotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,3,1.0,1.0,0,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",290.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28214293,Newly renovated apartment in Barcelona Eixample,Serviced apartment,Entire home/apt,Real Bed,32,364,moderate,5,3.0,4.0,0,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Long term stays allowed', 'Cleaning before checkout', 'Host greets you', 'Paid parking on premises']",69.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
28214469,3.silent corner 30 seconds from the tramway,Serviced apartment,Entire home/apt,Real Bed,1,1124,strict_14_with_grace_period,3,2.0,3.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Heating', 'Washer', 'Dryer', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Long term stays allowed']",232.0,50.0,3,1530.9033613445379,5391.370426829269,1.7127659574468086
28218289,5 stars Downtown 2 bed/2 bath,Apartment,Entire home/apt,Real Bed,4,1125,flexible,6,2.0,4.0,1,2.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Doorman', 'Gym', 'Breakfast', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'High chair', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Paid parking on premises']",250.0,30.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
