_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,extra_people,guests_included,weekly_price,monthly_price,reviews_per_month
15702250,Hale Ohia: Peaceful Escape Close to National Park,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,3.0,4.0,22,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Pack ’n Play/travel crib', 'Hot water']",175.0,10.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
15702989,"Coreto 179, MODERN FLAT IN CLASSY OLD BUILDING",Apartment,Entire home/apt,Pull-out Sofa,1,1125,strict_14_with_grace_period,3,1.0,1.0,86,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Changing table', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Crib', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Cleaning before checkout', 'Step-free access', 'Wide doorway', 'Accessible-height bed', 'Step-free access', 'Step-free access', 'Wide entryway', 'Host greets you', 'Paid parking on premises']",55.0,15.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
15711623,"Stylish, central, bright, AC, Rambla Catalunya!",Serviced apartment,Entire home/apt,Real Bed,2,29,strict_14_with_grace_period,4,2.0,3.0,26,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'High chair', 'Crib', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed']",599.0,10.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
15719888,Central Terrace in the heart of Surry Hills,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,5,4.0,4.0,1,2.0,"['TV', 'Wifi', 'Kitchen', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",300.0,50.0,4,1530.9033613445379,5391.370426829269,1.7127659574468086
15721022,One-Bedroom Brooklyn Brownstone,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2,1.0,1.0,13,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Lock on bedroom door', 'Iron', 'Laptop friendly workspace']",95.0,15.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
15721779,Beautiful Sydney Harbour Bridge & Opera House View,Apartment,Private room,Real Bed,4,30,strict_14_with_grace_period,1,1.0,1.0,2,1.0,"['Kitchen', 'Washer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Flat path to front door', 'Step-free access', 'Step-free access', 'Handheld shower head']",225.0,85.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15723889,"Charming, Quiet Lenox Hill Studio By Transportatio",Apartment,Entire home/apt,Real Bed,4,30,moderate,2,1.0,2.0,5,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Free street parking', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Bathtub', 'Room-darkening shades', 'Hot water', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Other']",150.0,50.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
15731780,Excellent studio in Barra da Tijuca,Apartment,Entire home/apt,Real Bed,2,60,strict_14_with_grace_period,3,0.0,3.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Safety card', 'Essentials', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",134.0,40.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
1574416,Lapa for your lifestyle.,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1.0,1.0,124,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",93.0,0.0,2,840.0,2700.0,1.7127659574468086
15744249,São Bento Studio,Apartment,Entire home/apt,Real Bed,1,60,strict_14_with_grace_period,3,1.0,2.0,62,1.0,"['Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Luggage dropoff allowed', 'Host greets you', 'Paid parking on premises']",75.0,20.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
15745859,Charmant Appartement grand et lumineux,Apartment,Entire home/apt,Real Bed,2,160,moderate,2,1.0,1.0,5,1.0,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water']",95.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15745971,Multi level 2 bedroom apartment in Rosebery,Loft,Entire home/apt,Real Bed,2,1125,moderate,6,2.0,3.0,100,2.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Long term stays allowed']",225.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15747156,"Bronte Home, Fabulous Location",House,Entire home/apt,Real Bed,4,21,strict_14_with_grace_period,6,4.0,4.0,3,1.5,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",999.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15748933,Farm Fresh Bungalow,Other,Entire home/apt,Real Bed,2,1125,flexible,2,0.0,1.0,110,1.0,"['Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Washer', 'Dryer', 'First aid kit', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",65.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15748956,Sunny Room in Glebe Townhouse,Townhouse,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,0,2.5,"['Wifi', 'Pool', 'Kitchen', 'Gym', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",119.0,40.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
1575430,Room - Bostancı Metro Station,Apartment,Private room,Real Bed,14,365,moderate,1,1.0,1.0,0,1.0,"['Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Essentials', 'Hair dryer', 'Self check-in', 'Lockbox', 'Hot water']",90.0,0.0,1,60.0,250.0,1.7127659574468086
15762813,Beautiful Apartment Sagrada Familia SPB332388,Apartment,Entire home/apt,Real Bed,1,1125,moderate,4,2.0,5.0,97,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'High chair', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",60.0,10.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
15771501,獨立房間 位於市中心 private room in the city,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,1,1.0,1.0,72,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Family/kid friendly', 'Hangers', 'Hair dryer', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Other']",181.0,100.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15782994,"Apartment ""The Garden""",Apartment,Entire home/apt,Real Bed,2,1125,moderate,6,2.0,3.0,7,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Elevator', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets']",80.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15787147,Hunter Hales is the Perfect Getaway!  KALA Cottage,Cottage,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,4,1.0,2.0,58,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard']",189.0,15.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
15797728,"Modern, Ambient 1-Bedroom Apartment",Other,Entire home/apt,Real Bed,5,30,strict_14_with_grace_period,3,1.0,2.0,79,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Bed linens']",70.0,15.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
15803265,oporto river view apartments,Apartment,Private room,Real Bed,3,1125,flexible,2,1.0,1.0,0,1.0,"['TV', 'Wifi', 'Kitchen', 'Washer', 'Essentials', 'Hair dryer']",65.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15806964,Bondi Beach Spacious Studio With Ocean View,Apartment,Entire home/apt,Real Bed,3,1124,strict_14_with_grace_period,3,0.0,1.0,87,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'High chair', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Host greets you', 'Full kitchen', 'Paid parking on premises']",169.0,25.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15808180,Private Studio closed to town w/ compact parking,Apartment,Entire home/apt,Real Bed,2,29,moderate,3,0.0,1.0,95,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Stair gates', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",95.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15812792,Lovely and quiet doble room in the center of BCN,Apartment,Private room,Real Bed,1,1125,moderate,2,1.0,1.0,48,1.0,"['Wifi', 'Elevator', 'Essentials', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Host greets you']",35.0,10.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15816930,Spacious & Cozy Bushwick Walk-up 3mins from Train,Apartment,Private room,Real Bed,1,28,moderate,2,1.0,1.0,60,1.0,"['Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed']",49.0,5.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15819242,Sweet two bedroom in Crown Heights Bk,Apartment,Entire home/apt,Real Bed,1,180,moderate,3,2.0,2.0,9,1.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Bathtub', 'Babysitter recommendations', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Paid parking on premises']",87.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15820774,"Sunny, family friendly 2 BR BONDI Apt",Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2.0,3.0,3,1.0,"['TV', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",171.0,20.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
15824730,Private doubleroom near grandbazaar,Guesthouse,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,18,1.0,"['TV', 'Wifi', 'Air conditioning', 'Heating', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Refrigerator']",295.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15828858,Made4U - Glória      NEW!!!,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,4,1.0,2.0,119,1.5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Handheld shower head']",45.0,15.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
15834431,Apt on Johnston - Holiday Room,Apartment,Private room,Real Bed,2,1125,moderate,2,1.0,1.0,83,1.0,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad']",361.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
1583670,Walk to beach - Cottage close to Waikiki,House,Entire home/apt,Real Bed,1,1125,moderate,8,3.0,5.0,65,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Garden or backyard', 'Beach essentials', 'Other']",319.0,25.0,6,1530.9033613445379,5391.370426829269,1.7127659574468086
1584102,Sydney beachside apt,Apartment,Entire home/apt,Real Bed,3,60,moderate,5,2.0,3.0,144,1.0,"['TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Smart lock', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Flat path to front door', 'Step-free access', 'Step-free access', 'Waterfront', 'Beachfront']",171.0,29.0,2,890.0,3800.0,1.7127659574468086
15842669,Habitación doble en el centro,Apartment,Private room,Real Bed,2,60,moderate,2,1.0,1.0,2,1.5,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony', 'Long term stays allowed', 'Cleaning before checkout', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Accessible-height bed', 'Other']",30.0,5.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
1584281,Cozy In The Heart Of The Plateau,Apartment,Private room,Real Bed,2,40,strict_14_with_grace_period,2,1.0,1.0,112,1.0,"['Wifi', 'Kitchen', 'Paid parking off premises', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Smart lock', 'Bathtub', 'Hot water', 'Bed linens', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed']",68.0,25.0,2,450.0,1800.0,1.7127659574468086
15864211,Nice apartment for design lovers. Great terrace.,Apartment,Entire home/apt,Real Bed,32,364,strict_14_with_grace_period,4,2.0,3.0,2,2.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49']",101.0,15.0,2,1530.9033613445379,5391.370426829269,1.7127659574468086
1586454,Private Room With Patio In Queens,Apartment,Private room,Real Bed,20,1125,strict_14_with_grace_period,2,1.0,1.0,32,2.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Smoke detector', 'Essentials', 'Lock on bedroom door', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Host greets you']",48.0,0.0,2,1530.9033613445379,1299.0,1.7127659574468086
15866121,A lovely unique space in the heart of Brooklyn,Apartment,Private room,Real Bed,4,20,strict_14_with_grace_period,2,1.0,1.0,13,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Window guards', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Fixed grab bars for shower']",42.0,5.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15877524,Bright 1 Room Appt near Manly Beach,Apartment,Entire home/apt,Real Bed,3,7,moderate,2,1.0,1.0,2,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'BBQ grill', 'Garden or backyard']",350.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
1588234,Apart-Hotel moderno e espaçoso com serviços,Aparthotel,Private room,Real Bed,3,365,strict_14_with_grace_period,2,1.0,1.0,3,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Washer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Luggage dropoff allowed']",351.0,0.0,1,2700.0,9200.0,1.7127659574468086
15888785,Bushwick Chill Spot (Luxury Rental),Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,62,1.5,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Bathtub', 'Game console', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide clearance to shower', 'toilet', 'Wide entryway', 'Host greets you']",65.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15889399,Light Drenched and Private Cabin,Cabin,Entire home/apt,Real Bed,2,1125,moderate,2,0.0,1.0,80,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets live on this property', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox']",109.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
15893952,"Modern, Quiet Semi stroll to Manly Beach",House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,2.0,2.0,4,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Self check-in', 'Keypad', 'Bathtub', 'Changing table', 'High chair', 'Children’s books and toys', 'Crib', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard']",280.0,0.0,1,1530.9033613445379,5391.370426829269,1.7127659574468086
1589452,Appart. Zen au coeur de Montréal,Apartment,Entire home/apt,Real Bed,31,1125,moderate,4,2.0,2.0,35,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",101.0,0.0,1,1530.9033613445379,1450.0,1.7127659574468086
